	number	test_perm	test_pval	test_score	train_score	auc_prob	auc_pred	r2	tn	fp	fn	tp
0	210	0.90146	0.0099	0.55532	0.92711	0.55532	0.55045	-8.34873	1605	1570	33	50
1	210	0.90108	0.0495	0.55401	0.92168	0.55401	0.52646	-8.35985	1566	1609	36	47
2	210	0.90049	0.0297	0.56903	0.92301	0.56903	0.53981	-8.3469	1614	1561	36	47
3	210	0.9012	0.0297	0.58562	0.92439	0.58562	0.57269	-8.35078	1596	1579	30	53
4	210	0.90087	0.09901	0.58212	0.91842	0.58212	0.54885	-8.36168	1557	1618	32	51
5	210	0.90105	0.0396	0.56783	0.92074	0.56783	0.57486	-8.35718	1571	1604	28	55
6	210	0.90111	0.0198	0.58244	0.92364	0.58244	0.57174	-8.35242	1590	1585	30	53
7	210	0.90132	0.05941	0.55184	0.92092	0.55184	0.54639	-8.34566	1617	1558	34	49
8	210	0.90134	0.16832	0.57015	0.91205	0.57015	0.5627	-8.33783	1646	1529	33	50
9	210	0.90108	0.0396	0.54851	0.92194	0.54851	0.54245	-8.35242	1593	1582	35	48
